RowID,COL_1,COL_2,COL_3,COL_4,COL_5,SOLD
B0aseW4a,250,VAL_B,3,15,6,0
rhH82rzA,195,VAL_B,5,3,1,0
PXSwNge6,,,,7,15,0
MmuRUv53,,,,15,10,0
hUjukppK,,,,13,4,0
THvL7JS7,,,,6,5,0
oa6Qk0MI,230,VAL_B,1,9,16,0
WMtSNfUe,,,,15,21,0
tp4GnEkE,225,VAL_B,5,9,5,0
uSYrrrXW,,,,,-7,0
MaAhSjcp,,,,19,10,0
r8zR4YaP,-3,VAL_K,7,23,-8,0
1zJH80B4,,,,15,-5,0
6TOy2ASI,220,VAL_B,6,7,-7,0
OoTMLTGu,,,,9,1,0
rOi7BL9f,170,VAL_B,1,8,21,0
J2CAJw4E,,,,7,-7,0
DurdpPon,-3,VAL_B,1,4,13,0
if0cKTe0,200,VAL_B,4,,-11,0
4u8UYYCX,,VAL_B,,11,30,0
lAfgWhTR,320,VAL_M,4,9,7,0
NltqOLH3,170,VAL_B,1,8,-3,0
1E5yCYG5,,,,,20,0
IybEFbDh,220,VAL_B,4,10,10,0
BoIAo6aQ,,VAL_B,,10,19,0
FoSIBokc,340,VAL_B,5,9,-1,0
gYjLwkdf,315,VAL_M,5,11,1,0
wP3NMfSQ,,,,15,7,0
9aneQ1GC,260,VAL_B,3,4,-3,0
7MoBqnTi,260,VAL_B,2,,-11,0
PnTzKA34,,,,7,20,0
8xDlNccr,200,VAL_B,1,9,26,0
w0qrZeEa,,,,,-8,0
goWaz6US,,,,17,13,0
Bg009ait,,,,8,10,0
YH0slQwG,,,,8,13,0
zWyBN0n3,,,,8,20,0
qWlhmFz7,210,VAL_B,5,8,-5,0
C54ZhJpb,,,,16,3,0
wSM2yaB4,,,,11,19,0
skW2Ne0k,225,VAL_B,5,8,-11,0
b7EjUjjL,,VAL_B,,9,-8,0
gr7687V0,,,,3,13,0
zQSsexQH,200,VAL_K,1,8,36,0
Abpwywx6,255,VAL_H,7,9,17,0
BeqpjWgE,,,,8,10,0
TFFCoJHb,,,,33,11,0
3IHd55p7,285,VAL_B,7,6,-7,0
RPdRrBok,225,VAL_B,5,9,8,0
bNcIAPv5,205,VAL_B,2,9,32,0
wdUQDcRR,,,,6,16,0
8d6zdir8,,,,,10,0
kybcUR02,270,VAL_H,3,55,-2,0
aVUfHhHv,190,VAL_F,4,2,1,0
iO3PGO7g,255,VAL_B,3,3,7,0
TQZa14VL,375,VAL_B,7,5,14,0
EeDODuG0,-3,VAL_H,4,4,27,0
IZcfWCWw,250,VAL_D,5,4,16,0
cVbb7YaX,200,VAL_B,2,5,29,0
PJj2uQgA,888,VAL_B,8,9,10,0
ReCfWBly,200,VAL_B,6,6,-1,0
ra98n6S3,280,VAL_B,3,9,-4,0
e4GXHRab,255,VAL_B,4,3,21,0
ErrL2ijw,,,,7,13,0
1fIg8Aue,,,,,17,0
TwaEndQV,320,VAL_B,6,8,-7,0
esbIFTB3,,,,,3,0
bLHPVF6D,220,VAL_B,5,,8,0
w41xUDKj,185,VAL_B,3,6,19,0
ISRlcqJI,,,,,12,0
68qqOnNq,,,,8,0,0
tridlKWM,330,VAL_B,3,4,-8,0
u4UoL1WI,,,,7,17,0
Kyj5L4Zq,,VAL_B,,8,16,0
ZTbWwl2s,-3,VAL_B,6,8,13,0
1vetQyw7,,,,,15,0
y0ojsIZW,,,,8,20,0
vdLHodix,,,,9,0,0
hccZcUVv,,,,8,12,0
NWt6AnK4,-3,VAL_B,5,8,0,0
sxopPEwu,,,,7,-4,0
kKdskIRx,,,,33,25,0
CeFkpico,245,VAL_A,7,9,20,0
XP1a3ruN,,,,8,8,0
L4mZDApi,265,VAL_B,7,,-2,0
CgP8vXw5,,,,7,11,0
9SWGqflh,,VAL_B,,31,-39,0
0jMOeo7J,,VAL_B,,8,-1,0
guc9VGpy,330,VAL_M,7,2,-8,0
68C80GBO,250,VAL_B,7,2,-9,1
dCRolGQU,310,VAL_B,4,18,21,0
BBcTecbN,,,,4,3,0
9dqkynHx,180,VAL_B,5,4,0,0
FEUUtUhb,255,VAL_B,5,2,17,0
qRZWu8tX,,,,3,14,0
CXixgQ7M,255,VAL_B,2,16,17,0
3Fat35ks,-3,VAL_A,6,7,15,1
FOCYuecs,,,,,-14,0
K7y7QxXH,175,VAL_B,7,,-1,0
S0lNCwyN,,,,8,-10,0
vlCKY1Vb,-3,VAL_D,7,4,12,0
DtTrVUJ8,,VAL_B,,9,29,0
suefmHkC,,,,3,7,0
xujdij3F,,,,8,9,0
7KkGT8tq,,,,7,2,0
YULCCCaB,270,VAL_M,1,7,-9,0
LM7AcrkE,,,,18,-10,0
NyrW5o5p,215,VAL_F,6,14,-5,0
CjSBfRWm,,,,7,-2,0
g7Zy9Dqc,,,,8,2,0
XRHv6dNd,180,VAL_B,4,8,2,0
cEz8CZKs,185,VAL_M,6,3,6,0
SkWWz56Q,,,,,6,0
TI6Rf2Kv,260,VAL_B,7,,1,0
uYMsYeCl,,,,8,10,0
G2RUN9vn,110,VAL_B,1,,28,0
cYYgMff3,240,VAL_B,7,4,14,0
GWBszlEV,165,VAL_B,2,5,39,0
MEsRfmab,,,,7,2,0
jWbs5M0Y,215,VAL_B,4,13,-9,0
Mj7Ofrvv,,,,11,14,0
INM6IC9U,270,VAL_B,5,10,5,0
l8J8eZZ9,125,VAL_B,1,,14,0
0HfeJ95J,295,VAL_B,7,13,-7,0
ldWjy0WI,,,,2,-13,0
NQC4ArKO,,,,8,15,0
rw1eylXZ,,,,9,14,0
93QzKSMO,,,,7,-12,0
YFcgXaTy,280,VAL_B,2,19,9,0
cy677uSW,,,,11,-7,0
LXo7DWQj,205,VAL_B,4,13,8,0
WnPbO5rA,115,VAL_B,4,8,33,0
OkaenUGV,200,VAL_B,5,7,9,0
lbwKzB45,175,VAL_D,3,4,3,0
FlYrxcYE,,,,15,-7,0
k6tRSpzw,,,,15,-8,0
QDFdT9NS,330,VAL_B,6,13,-11,0
npUwTotH,,,,8,0,0
QUkJk6Gg,215,VAL_B,3,2,-4,0
kjtG0nMS,290,VAL_B,7,7,-14,0
V6aofsAt,155,VAL_B,1,,21,0
oKpIwqqK,-1,VAL_B,1,5,38,0
g8U7mlek,,,,7,8,0
Wfi55HjU,235,VAL_M,1,,3,0
XfuGsUJB,,,,16,12,0
is87sZgv,265,VAL_B,4,7,14,0
14OX56Dc,,,,17,8,0
FyQ8jcld,,,,,-7,0
ygONqikE,,,,8,-10,0
ez9AFOUG,225,VAL_B,4,3,-4,0
gte2tSOz,,,,11,3,0
iycxsRhz,235,VAL_B,7,4,13,0
IIdHJE7Q,335,VAL_B,4,14,-6,0
nT77efGW,350,VAL_B,6,6,-6,0
Hu7IBUnf,165,VAL_B,5,3,7,0
vUs39kpP,-1,VAL_B,1,9,23,0
0NNmRka4,,,,8,8,0
0CdRzHoi,215,VAL_B,7,28,-2,0
vBv7e0et,,,,8,20,0
bSU4mYrl,,VAL_B,,8,-2,0
ketpqybZ,,,,18,17,0
C7ch1AJ3,,,,4,12,0
s61LycK7,255,VAL_B,6,17,-11,0
EJE8GXYs,,VAL_B,2,4,8,0
lAFign9q,225,VAL_B,1,,25,0
iW2lS76t,,,,7,7,0
BBvWFAOi,,VAL_B,,8,17,0
maWtcSM9,,,,8,-1,0
0YdpoClQ,,VAL_B,,8,7,0
xFs1JxBM,,,,7,-6,0
ZsFHmbSz,,,,9,-5,0
tZY8ksA7,200,VAL_K,1,4,-5,0
EMFg3ZLo,115,VAL_B,1,11,20,0
Y3T5iIBb,,,,18,-2,0
DvYkWXyg,,,,15,11,0
cAZjhpBi,,,,9,17,0
R62vBg1v,,,,7,0,0
L59B5vZu,155,VAL_M,4,7,14,0
aq79Abva,,,,9,3,0
5j0u0EMC,-3,VAL_B,6,,-1,0
rHjfjDOv,,,,9,20,0
Mq68cTjo,,,,17,21,0
3JdkaIFc,,,,9,-5,0
jVvQZ9Ke,280,VAL_B,5,7,-5,0
xCtouiCk,,,,8,-1,0
6BnaeLx0,,,,9,-9,0
ebwfiC7t,280,VAL_M,2,4,17,0
kQEHyIaU,215,VAL_A,4,5,-3,0
mEvz7MJb,200,VAL_B,5,7,5,0
31R4M7W2,,,,,-7,0
ZXQAKGrr,,,,8,2,0
h3KlCK4P,,,,13,-6,0
tE0n3k2X,,,,,11,0
Wkh7VNky,,,,2,6,0
UpUopdmn,,,,9,0,0
kR48OL56,,,,9,18,0
3LVpYMhy,,VAL_B,,13,10,0
njhPnmny,260,VAL_M,7,4,2,0
8WZhLroC,,VAL_B,,4,-4,0
II1VeyK6,,,,,1,0
gv40QSAi,,,,17,21,0
S4vjZFpQ,,VAL_B,,4,15,0
3AcqiaLZ,,,,8,4,0
hijJIARh,,,,11,20,0
6RAKOWz5,190,VAL_B,3,,13,0
fup7AVYW,,,,7,10,0
7HuqbpPb,,,,,-7,0
C9VM2qVD,235,VAL_B,5,3,0,0
rdAfcM18,,,,8,8,0
RFYFB3P9,195,VAL_D,4,7,17,0
g189PyJk,315,VAL_B,4,4,15,0
RjdLHuoq,,,,8,16,0
zqcPAOGT,,,,9,2,0
bCSIATSX,,,,7,-12,0
7iMQI58s,205,VAL_D,7,6,20,0
D03gPadU,,,,16,1,0
uJKT3y2o,215,VAL_B,4,7,-1,0
AtrZENoR,,,,8,14,0
j4nCEyaG,230,VAL_B,5,24,12,0
D5CBiTY9,210,VAL_B,4,8,0,0
HyugEcx8,,VAL_B,,3,8,0
amsY5UjF,210,VAL_B,7,10,1,0
2nThKHwT,145,VAL_B,2,,2,0
mdExt5gD,265,VAL_B,7,7,1,0
4s5crOZB,-1,VAL_B,1,8,-5,0
Hk2m9CXY,,,,14,15,0
F3zClbxw,265,VAL_B,7,7,1,0
LtCcOMiF,,,,4,4,0
GMhDHDed,240,VAL_B,4,6,4,0
uDN906lA,,,,9,5,0
0q9sSt9w,,,,5,-11,0
8jRsNfdV,360,VAL_B,7,9,-11,0
wWXqJC93,170,VAL_A,1,,7,0
jvqGWpq0,,VAL_B,,,3,0
goAx9BFn,,,,8,-7,0
jtK4JoDN,,,,46,13,0
05iXK6Ta,185,VAL_A,1,8,-1,0
Mpi8grzZ,,,,9,9,0
BNv7rZt0,-3,VAL_B,7,,10,0
Rs7LbNoa,,,,,15,0
l7Pan7pE,190,VAL_M,7,10,14,0
zkXnHx1w,315,VAL_B,4,,-15,0
RZss8nHl,210,VAL_B,6,8,16,0
RYsiUR4h,250,VAL_B,3,,-3,0
JWVYQvob,285,VAL_B,3,9,2,0
MMjBBwmN,165,VAL_B,7,5,17,0
T97jIlJR,300,VAL_B,3,3,16,0
SW5stG96,245,VAL_M,-3,4,8,0
ktealdIk,,,,,7,0
3mwbrnQx,,,,11,11,0
FhQ4KWPj,310,VAL_B,7,2,-6,0
11Iai5y6,,VAL_B,,,-4,0
G9WzV1Az,,,,15,-9,0
zECAPSlC,280,VAL_B,4,8,-5,0
vnieyQxK,,,,16,13,0
sBzOZCGm,,,,8,-2,0
OD96YoIv,,,,17,-13,0
Rk7BJb80,255,VAL_B,7,40,-9,0
lof6NGBz,125,VAL_H,1,18,23,0
3b5iFxRC,,,,,10,0
idsjRsPO,,,,7,-12,0
e61pCIqp,215,VAL_B,3,4,10,0
FZHnvn4r,190,VAL_B,1,,-4,0
uuW8QKAH,300,VAL_B,7,,-4,0
KNEuwCvO,,,,15,18,0
ibSEfPNS,370,VAL_A,6,9,-5,0
O3jQGP4t,,VAL_B,,,-6,0
5buhVsgw,,,,8,20,0
TM65Wlmk,,,,7,19,0
Dm7zGDhU,,,,13,-9,0
at39mfMQ,295,VAL_B,1,32,-12,0
glFVTIfU,270,VAL_B,6,17,-6,0
r6PdvExc,-3,VAL_B,3,,3,0
rtjpXqxa,220,VAL_A,3,7,17,0
XA0S2Gc7,,,,9,20,0
cUTFfyHt,,,,7,-2,0
JZICGSA7,,,,,-13,0
PsIDH7PK,,,,,13,0
jF1LqjLF,,,,8,4,0
IyBBqbxE,345,VAL_B,1,17,-12,0
woNVaLIB,,,,9,21,0
JaZi5xJU,120,VAL_B,4,9,39,0
fQRnMJ8I,,,,,1,0
OsMPdGPp,285,VAL_B,1,5,0,0
YOdaVbOV,,,,14,10,0
RGXw2HXn,,,,7,13,0
FNlcaB19,215,VAL_J,6,9,-11,0
dS20y15q,,,,14,-1,0
KX08ZcXI,195,VAL_M,7,17,21,0
acuNqbCa,235,VAL_D,1,11,30,0
rcAvSNkb,355,VAL_B,5,5,1,0
wyUWSLhQ,225,VAL_B,5,8,-11,0
ZVYlTmR4,230,VAL_B,1,8,11,0
j0EA5Qge,888,VAL_I,8,7,24,0
2t3mBjQK,-3,VAL_B,4,7,-2,0
sor9O2s6,,,,15,-12,0
TgETVK4O,165,VAL_M,2,8,26,0
B8i4r5rt,,,,6,21,0
0K6Vc60e,,,,,-9,0
RyZ404k5,255,VAL_B,4,18,-4,0
HuthkxJk,,VAL_B,8,13,5,0
XkvQd4te,,,,8,-11,0
qIYh63Ok,,,,15,-3,0
y8tdeT8a,135,VAL_B,3,6,18,0
266UzC9u,345,VAL_M,7,9,-5,0
6zgiqJhY,,,,9,-10,0
TohYyLYn,240,VAL_B,5,,-2,0
dgD68kWU,,,,9,4,0
zUXuR0tt,290,VAL_B,7,,1,0
9HTfyujO,165,VAL_B,1,49,26,0
EEVS36fk,330,VAL_B,4,3,10,0
x9jzqQAs,,,,9,-7,0
2CJ6A7QG,175,VAL_B,7,4,-2,0
vVRfAawF,,,,8,9,0
snAhDCo5,,VAL_B,,9,0,0
Jx35owB3,,,,8,16,0
QpQ69RDC,,,,8,-9,0
RHWj6iOl,320,VAL_B,7,3,13,0
QGYXsVNK,,,,6,13,0
jVaWv6oe,,,,7,1,0
EoJQ8QUQ,,,,9,18,0
8qbmGH6I,280,VAL_B,4,4,7,0
TCdJS6Qd,245,VAL_B,6,9,-5,0
PKbrO3VO,,,,8,20,0
uAr1S0mO,180,VAL_B,4,9,-3,0
kxZB7dGo,,,,3,18,0
rTyfwrLQ,,,,,-3,0
ZFWqsdBH,315,VAL_B,1,10,13,0
YNfHri83,-3,VAL_B,6,3,19,0
2x8KDONH,,,,8,-9,0
N49DuVw7,115,VAL_B,1,,32,0
J7ZnVVdH,,,,,4,0
sWef8FB9,,,,,-5,0
pEfa8zeZ,150,VAL_B,2,4,-5,0
uMYJdKmj,,VAL_B,,20,14,0
g11MgSQE,,,,,4,0
hPW6XOnu,205,VAL_D,5,10,23,0
lYqTbv0k,,,,,9,0
MOhCxFmT,,,,,-11,0
fPfuiTl4,,,,8,3,0
A3IuUpyW,,,,15,5,0
DxzVtn5f,205,VAL_B,7,8,2,0
v4FBg1Vi,,,,3,-1,0
mlO55xYe,,,,8,9,0
3MJVSSdb,205,VAL_K,5,14,5,0
SDXTpEX1,,,,9,-12,0
tFb8YQG3,215,VAL_B,7,18,-6,0
EpyQ1mM7,,,,9,-3,0
9fNTnwYJ,,,,8,-1,0
uPT19Pbl,325,VAL_B,7,,15,0
o2knW285,,,,29,-16,0
JABOpVsq,,,,7,10,0
ISC6OTOy,290,VAL_B,7,22,-7,0
tomKxr08,,,,,14,0
iyTglOCm,260,VAL_H,7,6,12,0
iimBD1yq,,,,,2,0
ZhLXtHbi,,,,8,-1,0
GXqkWlwd,,,,7,10,0
Ftydudhe,,VAL_B,4,3,-1,0
8JK4HbmD,,,,9,-6,0
CGUJBTbl,335,VAL_B,7,6,16,0
NMoV49pf,,,,7,-3,0
asxcYsJk,305,VAL_B,5,10,-13,0
n70WqIZl,,,,4,-9,0
HPjtXA5j,300,VAL_B,7,4,15,0
Mis0ZZDe,,,,7,-1,0
Ctb8mJ54,160,VAL_A,4,9,18,0
VuuZNxPM,,,,4,19,0
z9bEyLBx,-3,VAL_B,1,3,1,0
N7QtEa0j,,,,7,-4,0
Eb1jTuoy,210,VAL_B,4,17,17,0
mOY1xcAu,,,,,-2,0
A0ij7Gy2,-3,VAL_B,7,8,-12,0
VH31a5tj,165,VAL_B,6,10,3,0
qHmquqB5,,,,,2,0
bwWNA9gl,235,VAL_B,5,33,16,0
naM27z5Y,-3,,7,8,-8,0
PToQzs2d,,,,13,10,0
lZBMIThx,,,,51,4,0
XPtLe9ZV,,,,15,-4,0
0s0SP07b,160,VAL_B,1,,2,0
uL0NSeyp,,,,,2,0
FYcmswpM,280,VAL_B,2,15,4,0
4jNPlFBa,,,,4,-5,0
tXMxUxT0,305,VAL_B,5,4,-1,0
bbteU9gi,240,VAL_B,5,15,-4,0
kdnuuvcH,,,,40,10,0
5FOFjhr7,245,VAL_B,3,8,12,0
2qXgbW2r,285,VAL_B,4,7,4,0
8jDtj3yz,,VAL_B,,7,4,0
J3cJ1TkI,140,VAL_B,3,4,-5,0
Gfiv06no,280,VAL_B,3,,-6,0
qJy8dJmU,,,,8,-2,0
vCHmBLji,,,,,-9,0
ce0kfvHt,,,,8,2,0
GFkWhyv6,325,VAL_D,4,,4,0
qptMCnFH,,,,7,7,0
AHw3OGLp,,,,7,3,0
UdhWVhXD,210,VAL_B,6,3,-5,0
PtUCxEut,,,,8,1,0
2LScwwu7,275,VAL_B,6,10,-6,0
DJiaHlLA,,,,43,-2,0
Or4yxOfm,150,VAL_B,1,9,11,0
VWKMxZ9g,,,,16,21,0
kATJnvYV,205,VAL_K,6,6,6,0
eY5dK3xV,,,,18,16,0
W9Fwmc1F,-3,VAL_B,7,3,2,0
fP6fXulM,-3,VAL_B,6,2,17,0
vUHgEY6f,,,,9,-4,0
kq49V5Ba,,,,7,-7,0
MJ0bUtJg,,,,8,-1,0
U8WhGVEV,225,VAL_B,2,4,14,0
5vJ9YzzJ,200,VAL_B,5,18,1,0
f94pF1yR,,,,8,-12,0
M2EpqFfT,,,,33,1,0
3DwXErwa,,,,,-3,0
4qJ5ZZ33,210,VAL_B,4,5,15,0
ONBMJV0B,,,,49,-2,0
mWosidHM,-3,,2,,19,0
xg5VPMdB,,,,41,6,0
liHFKovu,,,,15,-3,0
p2uHtpti,,,,8,1,0
tiAJ24rl,,,,8,15,0
ktGqLw2F,,,,9,-7,0
xrcixpJ6,,,,,-5,0
AKKlgPpV,-3,VAL_B,4,9,9,0
ZDlPrF6D,,,,8,-10,0
j0XDlYu0,,,,7,13,0
S9KyAG9F,270,VAL_B,6,,19,0
GKzZVvrV,255,VAL_B,7,9,4,0
31c4jimO,,,,,0,0
NfPcV9Wh,,,,9,14,0
qY4CeZ0g,,,,4,2,0
hlu9HLcL,310,VAL_F,7,8,-2,0
9KRaGDwd,265,VAL_K,7,4,0,0
GwQnSwwC,235,VAL_B,5,7,-4,0
F8Ep9JRq,230,VAL_B,5,2,-4,0
dzuJ7dtI,-1,VAL_A,1,8,-1,0
CSnZ4A4i,,,,8,11,0
FxtWHJke,-3,VAL_B,7,10,0,0
WyjWVB62,200,VAL_B,1,19,12,0
ioB6Vzeu,175,VAL_M,1,4,27,0
KNksoyZD,260,VAL_B,6,3,-12,0
xyldUGGd,195,VAL_A,2,9,-4,0
stFieJti,225,VAL_K,7,9,21,0
84uTNo4y,,,,8,7,0
Ss8LHZqp,,,,8,1,0
GV7bizBy,,,,8,7,0
5amZ1cX2,888,VAL_B,8,8,-6,0
TUrTnYaQ,185,VAL_B,2,6,-8,0
NrhHVb9I,125,VAL_B,5,7,30,0
O4X8nEUA,,,,,-13,0
vaRGiBfU,310,VAL_B,7,10,-7,0
2QoVvbfP,,,,13,0,0
scGi9anS,-3,VAL_B,7,9,0,0
XUIT04Ie,220,VAL_B,2,8,-10,0
98SHNSHf,,VAL_B,,2,7,0
Lj9rtBaQ,175,VAL_B,1,9,8,0
KGAsQ7OC,,,,17,14,0
ga6lSNCB,,,,,-2,0
xdKAcUtG,,,,15,3,0
oanB23RK,-3,VAL_H,2,11,3,0
P1sZq0Ac,,,,9,8,0
p8zvVzhq,255,VAL_K,4,2,19,0
y3d0FysA,315,VAL_D,5,,14,0
lJA10CPf,395,VAL_A,3,5,30,0
snjHWLDj,,VAL_B,,9,22,0
6yfpxi7w,,,,16,-2,0
Ch785Mbw,,,,7,10,0
sm5hE2ix,,,,9,9,0
ZQoTCeWJ,210,VAL_A,4,7,3,0
s99TFxZx,-3,VAL_B,6,4,5,0
sdN6FgV7,,,,8,-4,0
FHhEloby,215,VAL_M,4,26,4,0
6o7YZiPS,,,,,4,0
zjyubhpm,,VAL_B,,3,11,0
89Hcxecp,,,,8,17,0
GoVvowWG,255,VAL_B,1,18,-1,0
erhUHKvP,-3,VAL_B,6,,12,0
oOBsJp2k,215,VAL_B,2,9,8,0
5kp3lHUI,,VAL_B,7,7,7,0
1rsvO3Si,180,VAL_B,4,9,21,0
PsKyTQ2l,,,,9,11,0
OesNXh7x,,,,7,19,0
V1RmhVqU,,,,3,-5,0
jPgniBua,,,,17,18,0
lZfm3Z7x,260,VAL_M,7,7,18,0
V0wug6JG,,,,13,22,0
wAtyYQNw,,,,,9,0
igIhVf1Z,260,VAL_B,7,,14,0
FZ0DyWKj,,,,,-1,0
b3SX6t9C,,,,2,20,0
1MxUhdvE,,,,6,-2,0
g1Mdblw0,240,VAL_B,5,,-1,0
zdxwEsOr,300,VAL_B,4,9,23,0
4WENDb8l,,,,8,3,0
CsEvJPXl,390,VAL_M,7,45,0,0
aRDU4huz,-1,VAL_B,1,5,-7,0
PF74fNk1,,,,,25,0
7iNWqb99,180,VAL_B,3,,16,0
Et9ZMEUo,265,,4,9,2,0
lonbYyW8,,,,4,6,0
jeoGDyHE,265,VAL_B,7,,13,0
2H7QLKbP,,,,7,4,0
qvU98lr6,,,,,-7,0
Z87VxM6E,275,VAL_B,7,,5,0
NlSAZYBG,-3,VAL_B,5,7,-12,0
2Sl2ibj1,230,VAL_B,4,8,15,0
HJzKs0S2,,,,8,12,0
cScvMUSh,,,,17,14,0
iD2u0RaB,,VAL_B,,8,-6,0
xj4NUVh2,,,,,6,0
wbYU8KDg,,,,17,15,0
eM8CeMm9,,,,7,-7,0
cyNmhu44,255,VAL_B,7,4,23,0
GhE3tLE2,,,,9,17,0
nk31gC8t,220,VAL_I,7,8,16,0
ZHAPeUPn,195,VAL_B,7,5,-11,0
H8JlM0Sv,345,VAL_B,1,2,17,0
W1svd65S,,,,8,12,0
GnFfW9SO,,,,15,-6,0
vGjHRMRa,265,VAL_B,4,9,2,0
q9LzrH1f,,,,9,1,0
3y5NWDbH,220,VAL_B,7,6,-12,0
uWVCGfj4,255,VAL_B,6,3,-7,0
QGeuSPxU,210,VAL_B,1,7,17,0
TMpKU3YX,,,,11,-1,0
j2qjH6cR,285,VAL_B,7,13,-6,0
IF5A4qnP,,,,27,-6,0
TKfxsbSE,,,,,0,0
pxDhZ0D1,340,VAL_B,7,12,0,0
4DtwPUnD,160,VAL_B,1,5,35,0
Rxd9gtJ2,,VAL_B,5,,8,0
UuI7TKOe,,VAL_B,,8,18,0
t3XkZRIL,,,,12,18,0
kDJjiywl,275,VAL_B,5,22,-7,0
ZBDNoSj4,,,,15,22,0
hZD4WJh6,,,,7,14,0
ec8bwu42,,,,,14,0
eKV8vvjA,,,,8,11,0
ATkXqWK3,270,VAL_B,5,6,-11,0
q00vY4cd,,,,,-6,0
bHT6IO5M,190,VAL_K,4,,9,0
KwslO3mm,,,,7,-5,0
9tJowp4M,,,,29,-11,0
tPVf3ZRn,265,VAL_B,1,11,-10,0
a28hcNmD,155,VAL_B,1,9,38,0
hyOIm4mo,,,,9,-3,0
gfKozmtF,,VAL_B,,9,-9,0
5wuC5R2k,-1,VAL_B,2,,-10,0
p7l1Wu0C,,,,8,-6,0
vhgSFBPF,,,,8,4,0
A0KECYZi,,,,18,-8,0
HTh5q3pH,,,,42,-5,0
j0mxlC8P,,,,,-6,0
uYIBLodR,255,VAL_B,5,9,-2,0
XRYg7094,,,,,-10,0
IZAtPBXu,235,VAL_B,4,3,-2,0
bMi7z6sr,,,,4,4,0
CCGX31XF,,,,7,12,0
U2tmqCxV,175,VAL_B,3,7,13,0
BSEq0tQr,300,VAL_B,2,13,14,0
iP14yaaR,,VAL_B,,9,5,0
aX9l5c3n,,VAL_B,,12,-16,0
PSrLFhQ8,,,,4,9,0
5THbF5RV,,,,8,10,0
KvKCmdfW,,,,14,-5,0
92l4zlqq,,,,8,15,0
W1JBfApf,,,,8,20,0
AvpiGpJR,120,VAL_B,3,4,18,0
KUquAPaO,,,,,4,0
cVraiuEE,,,,7,10,0
gjjodD5a,370,VAL_H,1,52,14,0
IELsXHFn,,,,8,17,0
79V4o1Vh,,,,9,-2,0
C8fZOzxu,,,,4,6,0
06KHEeEI,,,,9,-7,0
rmkHi1cw,,,,8,2,0
XAJyJoWz,-3,VAL_A,3,,13,0
kspuhhDY,,,,8,8,0
jbFMKxwC,240,VAL_B,3,8,-11,0
WwzcAqRw,,,,4,-1,0
qfncnjWx,,,,13,20,0
nKfMWou5,,,,13,-10,0
s4nvMrLq,295,VAL_B,6,8,0,0
R8QI4tqg,,,,17,10,0
3CcHSWr9,,,,,2,0
U2pFBqp5,,,,8,5,0
GnU2Of9q,,,,7,-3,0
EzTjNXtA,,VAL_B,,11,11,0
tUM4uPkU,,,,,-9,0
qhm6g444,205,VAL_B,4,4,-4,0
V9nNXRVN,145,VAL_B,5,7,19,0
mPuwrjPM,,,,8,19,0
iVKVTqhZ,,,,,-10,0
b1EVD0rQ,,,,8,16,0
A0wmZqoU,,,,3,-8,0
2CdYxA7g,,,,8,-8,0
hpUtLlPj,,,,,13,0
gM87bsiz,280,VAL_B,7,9,6,0
a5HPUVeN,,,,9,-5,0
rmxWi3C4,,,,,5,0
5Fs0ve40,370,VAL_B,7,24,8,0
K51b2Mhz,,,,8,7,0
KFIis1Rx,-3,VAL_B,7,9,3,0
bOdPR11f,,,,,-11,0
vD3KENJn,,VAL_B,2,8,8,0
3lQUM5w4,200,VAL_M,1,5,-5,0
UQiMhMZB,,,,7,9,0
1Dw74Wt4,150,VAL_B,5,4,12,0
ez5f5O9q,205,VAL_B,3,10,3,0
OzlftGLc,,VAL_B,,,-1,0
KsjFc69N,,,,16,5,0
LydudfeL,,,,,-7,0
msghfA2j,,VAL_B,,7,6,0
u7KBxLME,,,,,-10,0
cKkooAI4,,,,8,1,0
felFfb4C,,,,7,21,0
lzuEw1hk,195,VAL_B,7,5,-1,0
r2ZuZ1xs,-3,VAL_B,6,3,21,0
rU94Jupq,,,,,11,0
t6ykAhxT,-1,VAL_B,2,9,27,0
YfcFrayz,,,,15,1,0
j6FRhlfm,-3,VAL_B,5,11,-1,0
aTUwjzSn,260,VAL_B,7,7,-12,0
bw1lTXDR,,,,,-2,0
yZuvyWdm,225,VAL_B,4,,19,0
reNENKGo,,,,,-1,0
TyvaoQ01,-3,VAL_B,1,12,9,0
YEtPlyHV,185,VAL_B,6,8,15,0
SmSl2Glu,-3,VAL_B,6,5,13,0
rUc7ixVM,-3,,4,7,3,0
eYuoxBJd,,VAL_B,,3,-12,0
7eByOwPb,,,,47,0,0
wEkGsuJT,275,VAL_I,4,9,10,0
m2M1oyXx,,,,14,16,0
7HTXDOIW,,,,,17,0
IN3vVH51,160,VAL_B,2,8,21,0
rfWBYfLu,,,,9,16,0
OhB8DkgI,,,,,-6,0
85pxCgsf,260,VAL_B,5,6,-3,0
E4ya5dRe,,,,17,14,0
hfa1jAj5,285,VAL_B,4,9,4,0
7lOVW6oI,,,,3,-8,0
L4ZFsCwM,,,,15,20,0
eLfQzh64,305,VAL_D,5,3,-6,0
jq3NgSkK,,,,4,-7,0
MITZKWBl,,,,9,20,0
y1Duht5m,220,VAL_B,7,9,2,0
hmLYa4G0,285,VAL_B,3,8,19,0
Q5D5uKlj,225,VAL_B,5,8,-6,0
5ZdaPygz,,,,,0,0
RAJv9sex,,,,27,-14,0
CiPJFtvM,370,VAL_I,1,8,1,0
